datetime,total_load_kw,solar_pv_kw,base_load_kw,sterilization_kw,is_outage,grid_available,generators_kw,site_code,site_name
2022-01-01 00:00:00,4397.4,0.0,2710.9,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-01 01:00:00,4676.5,0.0,2750.2,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-01 02:00:00,4990.5,0.0,3473.8,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-01 03:00:00,5218.2,0.0,3630.2,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-01 04:00:00,4825.4,0.0,2929.8,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-01 05:00:00,4994.5,0.0,2749.8,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-01 06:00:00,5312.7,0.0,3101.5,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-01 07:00:00,6218.9,80.9,3821.8,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-01 08:00:00,7738.3,137.3,4283.8,506.2,0,1,0.0,RXH01,King's College Hospital
2022-01-01 09:00:00,6601.0,433.0,4230.1,451.0,0,1,0.0,RXH01,King's College Hospital
2022-01-01 10:00:00,6558.9,472.7,3849.5,435.9,0,1,0.0,RXH01,King's College Hospital
2022-01-01 11:00:00,7426.7,458.3,4341.7,533.1,0,1,0.0,RXH01,King's College Hospital
2022-01-01 12:00:00,7482.8,365.9,4591.2,457.6,0,1,0.0,RXH01,King's College Hospital
2022-01-01 13:00:00,7361.6,312.5,4696.3,514.1,0,1,0.0,RXH01,King's College Hospital
2022-01-01 14:00:00,7645.3,598.8,4609.3,580.8,0,1,0.0,RXH01,King's College Hospital
2022-01-01 15:00:00,7364.2,220.4,5312.7,515.8,0,1,0.0,RXH01,King's College Hospital
2022-01-01 16:00:00,7550.3,115.6,5195.4,559.5,0,1,0.0,RXH01,King's College Hospital
2022-01-01 17:00:00,7774.8,158.9,5657.2,419.4,0,1,0.0,RXH01,King's College Hospital
2022-01-01 18:00:00,7008.0,0.0,4132.2,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-01 19:00:00,6993.5,0.0,5085.7,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-01 20:00:00,6809.9,0.0,4489.1,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-01 21:00:00,5217.3,0.0,3541.4,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-01 22:00:00,5153.6,0.0,3511.5,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-01 23:00:00,4302.8,0.0,2567.2,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-02 00:00:00,4401.7,0.0,2732.6,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-02 01:00:00,4511.7,0.0,3376.7,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-02 02:00:00,4342.5,0.0,2904.2,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-02 03:00:00,4754.2,0.0,3047.1,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-02 04:00:00,4988.7,0.0,2748.2,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-02 05:00:00,5492.4,0.0,3465.4,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-02 06:00:00,4931.7,0.0,3284.1,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-02 07:00:00,7098.4,89.6,4474.1,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-02 08:00:00,7169.3,254.6,5084.2,494.7,0,1,0.0,RXH01,King's College Hospital
2022-01-02 09:00:00,6816.7,492.7,3765.2,528.0,0,1,0.0,RXH01,King's College Hospital
2022-01-02 10:00:00,7328.5,273.4,4390.7,589.8,0,1,0.0,RXH01,King's College Hospital
2022-01-02 11:00:00,7338.5,417.3,4503.3,483.1,0,1,0.0,RXH01,King's College Hospital
2022-01-02 12:00:00,7440.9,357.3,5351.3,494.8,0,1,0.0,RXH01,King's College Hospital
2022-01-02 13:00:00,7612.6,599.4,4319.7,455.5,0,1,0.0,RXH01,King's College Hospital
2022-01-02 14:00:00,7845.7,265.9,5806.4,585.1,0,1,0.0,RXH01,King's College Hospital
2022-01-02 15:00:00,7633.1,415.7,5009.4,473.9,0,1,0.0,RXH01,King's College Hospital
2022-01-02 16:00:00,7589.3,269.6,5278.2,486.2,0,1,0.0,RXH01,King's College Hospital
2022-01-02 17:00:00,7358.6,61.7,4977.3,477.9,0,1,0.0,RXH01,King's College Hospital
2022-01-02 18:00:00,6545.9,0.0,3918.4,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-02 19:00:00,6874.5,0.0,4502.2,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-02 20:00:00,6764.9,0.0,5007.7,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-02 21:00:00,5283.2,0.0,3057.9,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-02 22:00:00,4996.9,0.0,2958.8,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-02 23:00:00,4847.5,0.0,2930.9,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-03 00:00:00,5963.3,0.0,4396.4,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-03 01:00:00,5832.6,0.0,3975.7,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-03 02:00:00,5956.0,0.0,4433.7,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-03 03:00:00,5449.3,0.0,3037.7,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-03 04:00:00,6013.0,0.0,3570.8,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-03 05:00:00,6429.6,0.0,3926.2,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-03 06:00:00,6140.0,0.0,3872.9,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-03 07:00:00,8449.5,170.0,5902.5,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-03 08:00:00,8681.1,310.8,6002.6,496.4,0,1,0.0,RXH01,King's College Hospital
2022-01-03 09:00:00,9190.4,412.2,6333.3,533.5,0,1,0.0,RXH01,King's College Hospital
2022-01-03 10:00:00,8472.3,226.5,4963.3,401.6,0,1,0.0,RXH01,King's College Hospital
2022-01-03 11:00:00,8770.9,504.9,6136.2,525.2,0,1,0.0,RXH01,King's College Hospital
2022-01-03 12:00:00,9761.3,330.8,6424.7,436.4,0,1,0.0,RXH01,King's College Hospital
2022-01-03 13:00:00,9866.7,673.2,5869.7,446.6,0,1,0.0,RXH01,King's College Hospital
2022-01-03 14:00:00,9105.2,412.1,5088.5,500.0,0,1,0.0,RXH01,King's College Hospital
2022-01-03 15:00:00,9611.5,293.8,5358.3,568.5,0,1,0.0,RXH01,King's College Hospital
2022-01-03 16:00:00,9515.0,112.8,6872.1,405.8,0,1,0.0,RXH01,King's College Hospital
2022-01-03 17:00:00,9376.8,124.5,6019.3,487.8,0,1,0.0,RXH01,King's College Hospital
2022-01-03 18:00:00,8412.7,0.0,4809.2,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-03 19:00:00,8550.2,0.0,5917.3,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-03 20:00:00,7418.8,0.0,5323.4,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-03 21:00:00,5914.8,0.0,4044.3,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-03 22:00:00,5688.9,0.0,3608.5,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-03 23:00:00,5640.7,0.0,4204.6,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-04 00:00:00,5843.3,0.0,3756.4,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-04 01:00:00,5023.3,0.0,3733.8,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-04 02:00:00,5874.1,0.0,3834.9,0.0,0,1,0.0,RXH01,King's College Hospital
2022-01-04 03:00:00,5645.1,0.0,3448.5,0.0,0,1,0.0,RXH01,King's College Hospital
