datetime,total_load_kw,solar_pv_kw,base_load_kw,sterilization_kw,is_outage,grid_available,generators_kw,site_code,site_name
2022-01-01 00:00:00,3776.6,0.0,2574.2,0.0,0,1,0.0,RTH01,John Radcliffe Hospital
2022-01-01 01:00:00,3975.1,0.0,2363.3,0.0,0,1,0.0,RTH01,John Radcliffe Hospital
2022-01-01 02:00:00,4015.4,0.0,2900.5,0.0,0,1,0.0,RTH01,John Radcliffe Hospital
2022-01-01 03:00:00,4190.1,0.0,2750.4,0.0,0,1,0.0,RTH01,John Radcliffe Hospital
2022-01-01 04:00:00,4270.6,0.0,3111.1,0.0,0,1,0.0,RTH01,John Radcliffe Hospital
2022-01-01 05:00:00,4348.8,0.0,2403.2,0.0,0,1,0.0,RTH01,John Radcliffe Hospital
2022-01-01 06:00:00,4507.0,0.0,3076.2,0.0,0,1,0.0,RTH01,John Radcliffe Hospital
2022-01-01 07:00:00,5092.3,78.3,3430.6,0.0,0,1,0.0,RTH01,John Radcliffe Hospital
2022-01-01 08:00:00,5747.3,288.4,3327.2,349.6,0,1,0.0,RTH01,John Radcliffe Hospital
2022-01-01 09:00:00,6265.2,379.5,4535.3,419.6,0,1,0.0,RTH01,John Radcliffe Hospital
2022-01-01 10:00:00,6734.1,461.7,4168.6,381.5,0,1,0.0,RTH01,John Radcliffe Hospital
2022-01-01 11:00:00,6061.2,421.5,3450.6,395.6,0,1,0.0,RTH01,John Radcliffe Hospital
2022-01-01 12:00:00,6200.2,403.6,4540.7,421.2,0,1,0.0,RTH01,John Radcliffe Hospital
2022-01-01 13:00:00,6691.8,224.5,4710.5,395.2,0,1,0.0,RTH01,John Radcliffe Hospital
2022-01-01 14:00:00,6957.5,520.6,4011.1,365.6,0,1,0.0,RTH01,John Radcliffe Hospital
2022-01-01 15:00:00,6309.8,411.6,4300.5,396.7,0,1,0.0,RTH01,John Radcliffe Hospital
2022-01-01 16:00:00,5861.0,176.3,3508.5,471.6,0,1,0.0,RTH01,John Radcliffe Hospital
2022-01-01 17:00:00,6366.0,71.3,3911.5,445.5,0,1,0.0,RTH01,John Radcliffe Hospital
2022-01-01 18:00:00,5829.7,0.0,3627.2,0.0,0,1,0.0,RTH01,John Radcliffe Hospital
