datetime,total_load_kw,solar_pv_kw,base_load_kw,sterilization_kw,is_outage,grid_available,generators_kw,site_code,site_name
2022-01-01 00:00:00,5377.0,0.0,3389.0,0.0,0,1,0.0,RJ121,St Thomas' Hospital
2022-01-01 01:00:00,5130.1,0.0,2902.7,0.0,0,1,0.0,RJ121,St Thomas' Hospital
2022-01-01 02:00:00,5732.1,0.0,4044.8,0.0,0,1,0.0,RJ121,St Thomas' Hospital
2022-01-01 03:00:00,5899.1,0.0,3436.5,0.0,0,1,0.0,RJ121,St Thomas' Hospital
2022-01-01 04:00:00,5177.9,0.0,3814.1,0.0,0,1,0.0,RJ121,St Thomas' Hospital
2022-01-01 05:00:00,5453.8,0.0,4080.1,0.0,0,1,0.0,RJ121,St Thomas' Hospital
2022-01-01 06:00:00,5958.3,0.0,3422.9,0.0,0,1,0.0,RJ121,St Thomas' Hospital
2022-01-01 07:00:00,7384.5,205.7,5070.2,0.0,0,1,0.0,RJ121,St Thomas' Hospital
2022-01-01 08:00:00,7813.4,337.7,5025.6,615.7,0,1,0.0,RJ121,St Thomas' Hospital
2022-01-01 09:00:00,7772.2,439.4,5115.9,576.8,0,1,0.0,RJ121,St Thomas' Hospital
2022-01-01 10:00:00,8749.6,490.8,5126.5,631.3,0,1,0.0,RJ121,St Thomas' Hospital
2022-01-01 11:00:00,8927.0,568.6,6201.6,576.0,0,1,0.0,RJ121,St Thomas' Hospital
2022-01-01 12:00:00,8770.0,629.4,5115.7,546.5,0,1,0.0,RJ121,St Thomas' Hospital
2022-01-01 13:00:00,9314.5,715.0,6772.2,456.6,0,1,0.0,RJ121,St Thomas' Hospital
2022-01-01 14:00:00,9023.6,523.7,5782.3,593.8,0,1,0.0,RJ121,St Thomas' Hospital
2022-01-01 15:00:00,8365.6,490.9,5663.3,650.9,0,1,0.0,RJ121,St Thomas' Hospital
2022-01-01 16:00:00,8751.2,209.2,6426.5,605.0,0,1,0.0,RJ121,St Thomas' Hospital
2022-01-01 17:00:00,7979.3,214.5,5566.3,540.1,0,1,0.0,RJ121,St Thomas' Hospital
2022-01-01 18:00:00,8475.0,0.0,5578.0,0.0,0,1,0.0,RJ121,St Thomas' Hospital
2022-01-01 19:00:00,7800.4,0.0,4918.5,0.0,0,1,0.0,RJ121,St Thomas' Hospital
2022-01-01 20:00:00,7433.7,0.0,4775.6,0.0,0,1,0.0,RJ121,St Thomas' Hospital
2022-01-01 21:00:00,5442.3,0.0,3365.2,0.0,0,1,0.0,RJ121,St Thomas' Hospital
2022-01-01 22:00:00,5862.5,0.0,4333.8,0.0,0,1,0.0,RJ121,St Thomas' Hospital
2022-01-01 23:00:00,5369.7,0.0,3224.9,0.0,0,1,0.0,RJ121,St Thomas' Hospital
