datetime,total_load_kw,solar_pv_kw,base_load_kw,sterilization_kw,is_outage,grid_available,generators_kw,site_code,site_name
2022-01-01 00:00:00,4369.9,0.0,2829.4,0.0,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-01 01:00:00,4779.8,0.0,3015.0,0.0,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-01 02:00:00,4589.2,0.0,3046.3,0.0,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-01 03:00:00,4502.7,0.0,3027.7,0.0,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-01 04:00:00,4800.4,0.0,3260.6,0.0,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-01 05:00:00,4708.8,0.0,2796.2,0.0,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-01 06:00:00,4790.1,0.0,2834.1,0.0,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-01 07:00:00,6052.7,0.0,3428.5,0.0,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-01 08:00:00,6588.9,0.0,4710.4,496.9,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-01 09:00:00,6826.8,0.0,4874.1,500.4,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-01 10:00:00,6594.4,0.0,4477.0,410.9,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-01 11:00:00,7776.2,0.0,5214.9,393.3,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-01 12:00:00,8210.3,0.0,5777.4,453.9,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-01 13:00:00,6946.0,0.0,4666.1,537.1,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-01 14:00:00,7528.4,0.0,5131.8,551.9,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-01 15:00:00,6869.6,0.0,4386.7,520.9,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-01 16:00:00,7448.3,0.0,5419.1,506.2,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-01 17:00:00,6927.0,0.0,4656.2,515.9,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-01 18:00:00,6885.9,0.0,4482.1,0.0,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-01 19:00:00,6517.3,0.0,4770.7,0.0,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-01 20:00:00,5959.4,0.0,3612.3,0.0,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-01 21:00:00,4432.2,0.0,2863.2,0.0,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-01 22:00:00,4041.4,0.0,2510.1,0.0,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-01 23:00:00,4456.9,0.0,3314.7,0.0,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-02 00:00:00,4304.9,0.0,2723.5,0.0,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-02 01:00:00,5024.9,0.0,3486.8,0.0,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-02 02:00:00,4750.9,0.0,3181.0,0.0,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-02 03:00:00,4698.8,0.0,2800.3,0.0,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-02 04:00:00,4679.8,0.0,2910.0,0.0,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-02 05:00:00,5187.8,0.0,3736.0,0.0,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-02 06:00:00,5191.0,0.0,3005.1,0.0,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-02 07:00:00,5844.4,0.0,3955.5,0.0,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-02 08:00:00,6415.4,0.0,3877.1,546.3,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-02 09:00:00,6986.2,0.0,4573.8,475.9,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-02 10:00:00,7760.0,0.0,4547.4,512.4,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-02 11:00:00,7660.2,0.0,5350.0,482.9,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-02 12:00:00,6728.5,0.0,4292.2,525.1,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-02 13:00:00,6986.5,0.0,4538.3,480.5,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-02 14:00:00,7026.0,0.0,4218.4,453.6,0,1,0.0,RA701,Royal Victoria Infirmary
2022-01-02 15:00:00,7330.4,0.0,5445.1,494.7,0,1,0.0,RA701,Royal Victoria Infirmary
