datetime,total_load_kw,solar_pv_kw,base_load_kw,sterilization_kw,is_outage,grid_available,generators_kw,site_code,site_name
2022-01-01 00:00:00,4918.9,0.0,3247.0,0.0,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-01 01:00:00,4846.9,0.0,2963.9,0.0,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-01 02:00:00,4907.4,0.0,3299.3,0.0,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-01 03:00:00,5397.5,0.0,3587.5,0.0,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-01 04:00:00,5588.1,0.0,4164.6,0.0,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-01 05:00:00,5849.7,0.0,4380.4,0.0,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-01 06:00:00,5847.0,0.0,3875.9,0.0,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-01 07:00:00,6781.7,79.4,4006.4,0.0,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-01 08:00:00,7514.0,362.6,5159.6,438.2,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-01 09:00:00,7722.5,498.6,4682.5,450.1,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-01 10:00:00,7619.9,529.0,4567.4,464.1,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-01 11:00:00,8011.0,589.5,5421.6,446.9,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-01 12:00:00,8672.2,733.1,4950.3,463.3,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-01 13:00:00,8556.1,533.6,4931.2,607.9,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-01 14:00:00,7949.8,216.2,5486.9,501.9,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-01 15:00:00,8041.4,505.6,5555.5,550.4,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-01 16:00:00,8237.4,163.5,5413.6,601.4,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-01 17:00:00,7137.6,83.7,4673.5,518.3,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-01 18:00:00,7467.8,0.0,5037.5,0.0,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-01 19:00:00,7576.9,0.0,5202.8,0.0,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-01 20:00:00,6873.4,0.0,4883.0,0.0,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-01 21:00:00,5449.8,0.0,3418.6,0.0,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-01 22:00:00,4668.2,0.0,2799.7,0.0,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-01 23:00:00,5311.2,0.0,3895.9,0.0,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-02 00:00:00,4816.1,0.0,2803.2,0.0,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-02 01:00:00,5293.9,0.0,3245.3,0.0,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-02 02:00:00,5579.8,0.0,3286.2,0.0,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-02 03:00:00,5457.1,0.0,3286.8,0.0,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-02 04:00:00,5312.9,0.0,3593.2,0.0,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-02 05:00:00,5915.7,0.0,3354.8,0.0,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-02 06:00:00,5522.7,0.0,3249.9,0.0,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-02 07:00:00,6982.3,99.7,4531.8,0.0,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-02 08:00:00,7249.7,397.1,4802.7,509.2,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-02 09:00:00,7567.5,407.9,5040.5,489.2,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-02 10:00:00,7505.3,496.3,5569.7,529.0,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-02 11:00:00,7786.8,765.6,4548.9,573.8,0,1,0.0,RGT01,Addenbrooke's Hospital
2022-01-02 12:00:00,8851.6,282.3,4993.5,558.9,0,1,0.0,RGT01,Addenbrooke's Hospital
